"wage","education","experience","age","ethnicitycauc","ethnicityhispanic","ethnicityother","regionsouth","regionother","gendermale","genderfemale","occupationworker","occupationtechnical","occupationservices","occupationoffice","occupationsales","occupationmanagement","sectormanufacturing","sectorconstruction","sectorother","unionno","unionyes","marriedno","marriedyes"
-0.335479894492136,-0.389514893868604,1.54913988176087,1.54918807877461,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-0.199269190575164,-2.30128836193693,2.11458123299826,1.71974089478649,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
2.56386223174056,-0.389514893868604,0.660589186959255,0.611147590709248,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-1.04572142205921,-0.771869587482269,-0.147184171951306,-0.32689289735611,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
2.24279414393627,-0.389514893868604,1.22603053819665,1.20808244675084,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.644872779103545,-0.389514893868604,-0.147184171951306,-0.241616489350168,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.393855910456553,-2.30128836193693,1.95302656121615,1.54918807877461,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-1.02626275007107,-0.389514893868604,-0.712625523188699,-0.83855134539176,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.880322710160025,-0.771869587482269,-0.308738843733418,-0.497445713367993,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0.104286092439803,-0.389514893868604,0.418257179286086,0.355318366691423,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.637089310308289,-2.6836430555506,2.19535856888932,1.71974089478649,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0.0653687484635248,-0.389514893868604,-0.793402859079755,-0.923827753397701,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.491149270397247,-1.15422428109594,0.983698530523479,0.781700406721132,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1.10409743802362,-0.389514893868604,-0.793402859079755,-0.923827753397701,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.831676030189678,-0.389514893868604,-0.793402859079755,-0.923827753397701,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.0241411426819139,0.375194493358728,-0.389516179624475,-0.32689289735611,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.97761607010072,-0.389514893868604,2.27613590478038,2.31667575082808,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.841405366183748,-1.91893366832327,0.095147835721862,-0.32689289735611,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.783029350219331,1.52225857419973,-1.35884421031715,-1.09438056940958,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
0.0439642092765722,-0.389514893868604,0.095147835721862,0.0142127346676567,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0.320277351508145,-0.389514893868604,1.46836254586982,1.46391167076866,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.275158011328906,-0.389514893868604,0.175925171612918,0.0994891426735984,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0.189904249187614,-0.389514893868604,1.38758520997876,1.37863526276272,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.296562550515859,-0.389514893868604,-1.19728953853504,-1.35020979342741,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
0.61799503292667,0.375194493358728,-0.631848187297643,-0.582722121373935,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-1.10409743802362,-0.389514893868604,-1.4396215462082,-1.60603901744523,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
0.384490969069003,0.375194493358728,-0.308738843733418,-0.241616489350168,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0.579077688950392,-0.389514893868604,-0.308738843733418,-0.412169305362051,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.812217358201539,-1.5365789747096,-0.147184171951306,-0.497445713367993,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.919240054136303,-0.00716020025493783,-0.793402859079755,-0.83855134539176,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-0.588442630337942,-2.30128836193693,-0.227961507842362,-0.753274937385818,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
1.16283784859456,1.13990388058606,-0.470293515515531,-0.241616489350168,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.812217358201539,-1.15422428109594,-0.389516179624475,-0.667998529379876,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.00468247069377508,-1.91893366832327,1.22603053819665,0.866976814727073,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.518391411180642,-0.389514893868604,-0.712625523188699,-0.83855134539176,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0.0245055372884333,-0.389514893868604,-0.874180194970811,-1.00910416140364,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0.384490969069003,1.13990388058606,-0.389516179624475,-0.156340081344227,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.880322710160025,-0.389514893868604,-0.874180194970811,-1.00910416140364,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.821946694195609,-0.389514893868604,-0.147184171951306,-0.241616489350168,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.97761607010072,-0.00716020025493783,-1.4396215462082,-1.52076260943929,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.685735990278637,-0.389514893868604,-0.551070851406587,-0.667998529379876,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.121434502622608,-0.00716020025493783,-0.0664068360602502,-0.0710636733382849,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.4425025904269,-1.15422428109594,-0.389516179624475,-0.667998529379876,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0.189904249187614,-0.389514893868604,0.33747984339503,0.270041958685482,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
-0.783029350219331,-0.389514893868604,0.822143858741367,0.781700406721132,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.491149270397247,-0.771869587482269,-0.0664068360602502,-0.241616489350168,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
0.335844289098656,-0.389514893868604,0.499034515177143,0.440594774697365,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.393855910456553,-3.8307071363916,3.00313192779988,2.31667575082808,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0.468163258618,-0.389514893868604,-1.19728953853504,-1.35020979342741,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-0.97761607010072,-0.389514893868604,-0.954957530861867,-1.09438056940958,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
-0.00468247069377508,-1.15422428109594,0.741366522850311,0.525871182703307,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0.773664408831781,-0.389514893868604,0.095147835721862,0.0142127346676567,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0.621886767324297,-0.389514893868604,0.095147835721862,0.0142127346676567,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.533958348771153,-0.389514893868604,1.62991721765193,1.63446448678055,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.4425025904269,-1.15422428109594,1.8722492253251,1.71974089478649,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-1.10409743802362,-0.771869587482269,-1.19728953853504,-1.43548620143335,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1.35742456847595,0.375194493358728,0.175925171612918,0.270041958685482,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.734382670248984,-1.15422428109594,-0.227961507842362,-0.497445713367993,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1.07490943004141,-1.91893366832327,-0.793402859079755,-1.26493338542147,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.934806991726814,-1.91893366832327,1.71069455354298,1.37863526276272,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-1.17220278998211,-2.6836430555506,2.03380389710721,1.54918807877461,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.97761607010072,-0.771869587482269,0.579811851068199,0.440594774697365,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
0.189904249187614,-0.389514893868604,-0.551070851406587,-0.667998529379876,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.783029350219331,-0.389514893868604,-0.470293515515531,-0.582722121373935,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1.35742456847595,-0.389514893868604,1.38758520997876,1.37863526276272,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0.964359394315542,0.375194493358728,-0.308738843733418,-0.241616489350168,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
0.824256956000942,-0.389514893868604,-0.147184171951306,-0.241616489350168,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.568983958349803,-1.15422428109594,2.11458123299826,1.97557011880431,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
-1.02626275007107,1.13990388058606,-0.389516179624475,-0.156340081344227,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.00468247069377508,-0.00716020025493783,-0.793402859079755,-0.83855134539176,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
0.0828815532528498,-0.389514893868604,-0.389516179624475,-0.497445713367993,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.685735990278637,-0.771869587482269,0.0143704998308059,-0.156340081344227,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.0183035410854724,-0.389514893868604,0.0143704998308059,-0.0710636733382849,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.539795950367595,-0.389514893868604,-0.954957530861867,-1.09438056940958,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
0.141257569217267,-0.771869587482269,1.54913988176087,1.46391167076866,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.446394324824528,-0.389514893868604,-1.27806687442609,-1.43548620143335,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.24207826894907,-0.389514893868604,0.418257179286086,0.355318366691423,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-1.20139079796432,-0.389514893868604,-1.35884421031715,-1.52076260943929,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-1.10409743802362,-0.389514893868604,-0.631848187297643,-0.753274937385818,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
2.13187971360388,-0.389514893868604,0.418257179286086,0.355318366691423,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.10197583063447,-0.389514893868604,-0.793402859079755,-0.923827753397701,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0.141257569217267,0.757549186972394,-0.712625523188699,-0.582722121373935,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
1.16283784859456,-0.389514893868604,1.22603053819665,1.20808244675084,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.199269190575164,-0.389514893868604,0.095147835721862,0.0142127346676567,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
0.43313764903935,-0.00716020025493783,-0.308738843733418,-0.32689289735611,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0.96825112871317,-0.771869587482269,-0.389516179624475,-0.582722121373935,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0.189904249187614,-1.15422428109594,-0.470293515515531,-0.753274937385818,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-0.491149270397247,-0.389514893868604,-0.793402859079755,-0.923827753397701,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
0.156824506807778,-0.389514893868604,0.418257179286086,0.355318366691423,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1.84389136817942,0.375194493358728,-0.389516179624475,-0.32689289735611,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
0.676371048891086,-0.389514893868604,-0.712625523188699,-0.83855134539176,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
3.30329176728984,0.375194493358728,0.256702507503974,0.355318366691423,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0.96825112871317,-3.06599774916426,2.11458123299826,1.54918807877461,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0.287197609128308,-0.389514893868604,-1.11651220264398,-1.26493338542147,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0.384490969069003,-1.91893366832327,1.95302656121615,1.63446448678055,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0.670533447294645,-0.00716020025493783,-0.631848187297643,-0.667998529379876,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0.676371048891086,-0.389514893868604,-0.551070851406587,-0.667998529379876,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
1.16283784859456,-0.389514893868604,1.79147188943404,1.80501730279243,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.588442630337942,-0.389514893868604,-0.793402859079755,-0.923827753397701,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0.0926108892469194,-0.771869587482269,0.902921194632423,0.781700406721132,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-0.783029350219331,1.13990388058606,-1.19728953853504,-1.00910416140364,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
-1.02626275007107,-0.771869587482269,-0.551070851406587,-0.753274937385818,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0.689992119282784,-0.389514893868604,-0.470293515515531,-0.582722121373935,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.41720631684232,-1.91893366832327,0.33747984339503,-0.0710636733382849,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.685735990278637,-0.389514893868604,-0.470293515515531,-0.582722121373935,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.393855910456553,-0.389514893868604,-0.874180194970811,-1.00910416140364,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.880322710160025,-0.389514893868604,-0.227961507842362,-0.32689289735611,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.491149270397247,-0.389514893868604,0.822143858741367,0.781700406721132,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0.579077688950392,-0.389514893868604,0.175925171612918,0.0994891426735984,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.783029350219331,-0.389514893868604,-0.954957530861867,-1.09438056940958,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-0.491149270397247,-0.389514893868604,-1.03573486675292,-1.17965697741553,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.432773254432831,-1.5365789747096,0.983698530523479,0.69642399871519,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.0533291506641223,-0.00716020025493783,0.0143704998308059,0.0142127346676567,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1.02626275007107,-0.389514893868604,-0.954957530861867,-1.09438056940958,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.880322710160025,-0.389514893868604,-0.147184171951306,-0.241616489350168,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.588442630337942,-0.389514893868604,-1.35884421031715,-1.52076260943929,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
-0.685735990278637,-0.389514893868604,-1.19728953853504,-1.35020979342741,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0.773664408831781,-0.389514893868604,-0.793402859079755,-0.923827753397701,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.656547982296428,0.375194493358728,-1.27806687442609,-1.26493338542147,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.821946694195609,-1.5365789747096,-0.147184171951306,-0.497445713367993,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
-0.393855910456553,-1.15422428109594,-0.712625523188699,-1.00910416140364,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-0.734382670248984,-0.389514893868604,-1.27806687442609,-1.43548620143335,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-1.10409743802362,-2.30128836193693,2.03380389710721,1.63446448678055,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.10197583063447,-1.5365789747096,1.62991721765193,1.37863526276272,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.588442630337942,-0.389514893868604,-0.712625523188699,-0.83855134539176,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.4425025904269,-0.389514893868604,-0.470293515515531,-0.582722121373935,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.0260870098807278,-0.389514893868604,0.0143704998308059,-0.0710636733382849,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1.00911433988826,-0.771869587482269,-0.227961507842362,-0.412169305362051,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
0.341681890695097,-0.771869587482269,0.822143858741367,0.69642399871519,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.0241411426819139,-1.15422428109594,0.741366522850311,0.525871182703307,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-0.296562550515859,-0.389514893868604,1.62991721765193,1.63446448678055,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.880322710160025,-0.389514893868604,-1.19728953853504,-1.35020979342741,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
0.43313764903935,-0.389514893868604,1.8722492253251,1.89029371079837,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0.861228432778406,-0.389514893868604,-0.147184171951306,-0.241616489350168,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-0.588442630337942,-0.00716020025493783,-0.874180194970811,-0.923827753397701,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.856972303774259,-2.6836430555506,1.22603053819665,0.69642399871519,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
0.30276454671882,0.375194493358728,0.579811851068199,0.69642399871519,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
-0.783029350219331,-0.389514893868604,-1.03573486675292,-1.17965697741553,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.160351846598886,0.375194493358728,-0.0664068360602502,0.0142127346676567,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.539795950367595,-0.389514893868604,-1.35884421031715,-1.52076260943929,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
-0.10197583063447,-0.389514893868604,-0.389516179624475,-0.497445713367993,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
3.10481331301082,1.13990388058606,0.0143704998308059,0.270041958685482,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1.48390593639885,0.375194493358728,0.256702507503974,0.355318366691423,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.539795950367595,0.375194493358728,-1.27806687442609,-1.26493338542147,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.870593374165956,-0.389514893868604,-1.11651220264398,-1.26493338542147,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
0.43313764903935,-0.389514893868604,0.983698530523479,0.952253222733015,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
2.37900484785324,-0.00716020025493783,1.14525320230559,1.20808244675084,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.705559056873295,1.52225857419973,-0.389516179624475,-0.0710636733382849,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.296562550515859,-0.389514893868604,-0.0664068360602502,-0.156340081344227,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.238550929157961,0.375194493358728,0.660589186959255,0.781700406721132,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
-1.10409743802362,1.13990388058606,-0.712625523188699,-0.497445713367993,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.861228432778406,1.13990388058606,-0.793402859079755,-0.582722121373935,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.814163225400353,0.757549186972394,-1.35884421031715,-1.26493338542147,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
3.35972191605544,1.52225857419973,1.14525320230559,1.54918807877461,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.475582332806736,-0.389514893868604,0.499034515177143,0.440594774697365,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
6.90314608509553,0.375194493358728,-1.35884421031715,-1.35020979342741,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1.16283784859456,-0.389514893868604,1.95302656121615,1.97557011880431,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0.43313764903935,1.13990388058606,-1.19728953853504,-1.00910416140364,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
-0.393855910456553,-0.389514893868604,1.14525320230559,1.1228060387449,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
0.189904249187614,0.375194493358728,0.33747984339503,0.440594774697365,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1.07138209025031,1.13990388058606,0.0143704998308059,0.270041958685482,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
2.1357714480015,1.90461326781339,0.095147835721862,0.525871182703307,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
2.62223824770498,0.757549186972394,-0.470293515515531,-0.32689289735611,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
-1.04766728925802,-0.389514893868604,1.95302656121615,1.97557011880431,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
0.310548015514075,-0.389514893868604,1.3068078740877,1.29335885475678,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3.10481331301082,1.90461326781339,0.902921194632423,1.37863526276272,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.588442630337942,1.13990388058606,-0.793402859079755,-0.582722121373935,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1.94118472812011,1.90461326781339,-0.389516179624475,0.0142127346676567,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
